UF,TSEcod,uf_des,meso,meso_des,micro,micro_des,mun_des,macro,macro_des
MG,45756,Minas Gerais,12,Zona da Mata,64,Ubá,Guidoval,3,Sudeste
MG,45772,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,20,Patos de Minas,Guimarânia,3,Sudeste
MG,45799,Minas Gerais,12,Zona da Mata,64,Ubá,Guiricema,3,Sudeste
MG,45810,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,17,Ituiutaba,Gurinhatã,3,Sudeste
MG,45837,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Heliodora,3,Sudeste
MG,45853,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Iapu,3,Sudeste
MG,45870,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Ibertioga,3,Sudeste
MG,45896,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Ibiá,3,Sudeste
MG,45918,Minas Gerais,2,Norte de Minas,6,Pirapora,Ibiaí,3,Sudeste
MG,45934,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Ibiraci,3,Sudeste
MG,45950,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Ibirité,3,Sudeste
MG,45977,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Ibitiúra de Minas,3,Sudeste
MG,45993,Minas Gerais,9,Oeste de Minas,46,Oliveira,Ibituruna,3,Sudeste
MG,46019,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Igarapé,3,Sudeste
MG,46035,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Igaratinga,3,Sudeste
MG,46051,Minas Gerais,9,Oeste de Minas,42,Piuí,Iguatama,3,Sudeste
MG,46078,Minas Gerais,11,Campo das Vertentes,57,Lavras,Ijaci,3,Sudeste
MG,46094,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Ilicínea,3,Sudeste
MG,46116,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Inconfidentes,3,Sudeste
MG,46132,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Indianópolis,3,Sudeste
MG,46159,Minas Gerais,11,Campo das Vertentes,57,Lavras,Ingaí,3,Sudeste
MG,46175,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Inhapim,3,Sudeste
MG,46191,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Inhaúma,3,Sudeste
MG,46213,Minas Gerais,6,Central Mineira,25,Curvelo,Inimutaba,3,Sudeste
MG,46230,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Ipanema,3,Sudeste
MG,46256,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Ipatinga,3,Sudeste
MG,46272,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,17,Ituiutaba,Ipiaçu,3,Sudeste
MG,46299,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Ipuiúna,3,Sudeste
MG,46310,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Iraí de Minas,3,Sudeste
MG,46337,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Itabira,3,Sudeste
MG,46353,Minas Gerais,8,Vale do Rio Doce,38,Mantena,Itabirinha,3,Sudeste
MG,46370,Minas Gerais,7,Metropolitana de Belo Horizonte,33,Ouro Preto,Itabirito,3,Sudeste
MG,46396,Minas Gerais,2,Norte de Minas,8,Grão Mogol,Itacambira,3,Sudeste
MG,46418,Minas Gerais,2,Norte de Minas,3,Januária,Itacarambi,3,Sudeste
MG,46434,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Itaguara,3,Sudeste
MG,46450,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Itaipé,3,Sudeste
MG,46477,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Itajubá,3,Sudeste
MG,46493,Minas Gerais,3,Jequitinhonha,11,Capelinha,Itamarandiba,3,Sudeste
MG,46515,Minas Gerais,12,Zona da Mata,66,Cataguases,Itamarati de Minas,3,Sudeste
MG,46531,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Itambacuri,3,Sudeste
MG,46558,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Itambé do Mato Dentro,3,Sudeste
MG,46574,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Itamogi,3,Sudeste
MG,46590,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Itamonte,3,Sudeste
MG,46612,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Itanhandu,3,Sudeste
MG,46639,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Itanhomi,3,Sudeste
MG,46655,Minas Gerais,3,Jequitinhonha,13,Pedra Azul,Itaobim,3,Sudeste
MG,46671,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Itapagipe,3,Sudeste
MG,46698,Minas Gerais,9,Oeste de Minas,44,Formiga,Itapecerica,3,Sudeste
MG,46710,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Itapeva,3,Sudeste
MG,46736,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Itatiaiuçu,3,Sudeste
MG,46752,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Itaúna,3,Sudeste
MG,46779,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Itaverava,3,Sudeste
MG,46795,Minas Gerais,3,Jequitinhonha,12,Araçuaí,Itinga,3,Sudeste
MG,46817,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Itueta,3,Sudeste
MG,46833,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,17,Ituiutaba,Ituiutaba,3,Sudeste
MG,46850,Minas Gerais,11,Campo das Vertentes,57,Lavras,Itumirim,3,Sudeste
MG,46876,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Iturama,3,Sudeste
MG,46892,Minas Gerais,11,Campo das Vertentes,57,Lavras,Itutinga,3,Sudeste
MG,46914,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Jaboticatubas,3,Sudeste
MG,46930,Minas Gerais,3,Jequitinhonha,14,Almenara,Jacinto,3,Sudeste
MG,46957,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Jacuí,3,Sudeste
MG,46973,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Jacutinga,3,Sudeste
MG,46990,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Jaguaraçu,3,Sudeste
MG,47015,Minas Gerais,2,Norte de Minas,4,Janaúba,Janaúba,3,Sudeste
MG,47031,Minas Gerais,2,Norte de Minas,3,Januária,Januária,3,Sudeste
MG,47058,Minas Gerais,6,Central Mineira,26,Bom Despacho,Japaraíba,3,Sudeste
MG,47074,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Jeceaba,3,Sudeste
MG,47090,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Jequeri,3,Sudeste
MG,47112,Minas Gerais,2,Norte de Minas,6,Pirapora,Jequitaí,3,Sudeste
MG,47139,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Jequitibá,3,Sudeste
MG,47155,Minas Gerais,3,Jequitinhonha,14,Almenara,Jequitinhonha,3,Sudeste
MG,47171,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Jesuânia,3,Sudeste
MG,47198,Minas Gerais,3,Jequitinhonha,14,Almenara,Joaíma,3,Sudeste
MG,47210,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Joanésia,3,Sudeste
MG,47236,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,João Monlevade,3,Sudeste
MG,47252,Minas Gerais,1,Noroeste de Minas,2,Paracatu,João Pinheiro,3,Sudeste
MG,47279,Minas Gerais,6,Central Mineira,25,Curvelo,Joaquim Felício,3,Sudeste
MG,47295,Minas Gerais,3,Jequitinhonha,14,Almenara,Jordânia,3,Sudeste
MG,47317,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Nova União,3,Sudeste
MG,47333,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Juiz de Fora,3,Sudeste
MG,47350,Minas Gerais,2,Norte de Minas,7,Montes Claros,Juramento,3,Sudeste
MG,47376,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Juruaia,3,Sudeste
MG,47392,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Ladainha,3,Sudeste
MG,47414,Minas Gerais,1,Noroeste de Minas,2,Paracatu,Lagamar,3,Sudeste
MG,47430,Minas Gerais,6,Central Mineira,26,Bom Despacho,Lagoa da Prata,3,Sudeste
MG,47457,Minas Gerais,2,Norte de Minas,6,Pirapora,Lagoa dos Patos,3,Sudeste
MG,47473,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Lagoa Dourada,3,Sudeste
MG,47490,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,20,Patos de Minas,Lagoa Formosa,3,Sudeste
MG,47511,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Lagoa Santa,3,Sudeste
MG,47538,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Lajinha,3,Sudeste
MG,47554,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Lambari,3,Sudeste
MG,47570,Minas Gerais,12,Zona da Mata,62,Viçosa,Lamim,3,Sudeste
MG,47597,Minas Gerais,12,Zona da Mata,66,Cataguases,Laranjal,3,Sudeste
MG,47619,Minas Gerais,2,Norte de Minas,6,Pirapora,Lassance,3,Sudeste
MG,47635,Minas Gerais,11,Campo das Vertentes,57,Lavras,Lavras,3,Sudeste
MG,47651,Minas Gerais,6,Central Mineira,26,Bom Despacho,Leandro Ferreira,3,Sudeste
MG,47678,Minas Gerais,12,Zona da Mata,66,Cataguases,Leopoldina,3,Sudeste
MG,47694,Minas Gerais,10,Sul/Sudoeste de Minas,55,Andrelândia,Liberdade,3,Sudeste
MG,47716,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Lima Duarte,3,Sudeste
MG,47732,Minas Gerais,11,Campo das Vertentes,57,Lavras,Luminárias,3,Sudeste
MG,47759,Minas Gerais,6,Central Mineira,26,Bom Despacho,Luz,3,Sudeste
MG,47775,Minas Gerais,4,Vale do Mucuri,16,Nanuque,Machacalis,3,Sudeste
MG,47791,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Machado,3,Sudeste
MG,47813,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Madre de Deus de Minas,3,Sudeste
MG,47830,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Malacacheta,3,Sudeste
MG,47856,Minas Gerais,2,Norte de Minas,3,Januária,Manga,3,Sudeste
MG,47872,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Manhuaçu,3,Sudeste
MG,47899,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Manhumirim,3,Sudeste
MG,47910,Minas Gerais,8,Vale do Rio Doce,38,Mantena,Mantena,3,Sudeste
MG,47937,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Maravilhas,3,Sudeste
MG,47953,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Mar de Espanha,3,Sudeste
MG,47970,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Maria da Fé,3,Sudeste
MG,47996,Minas Gerais,7,Metropolitana de Belo Horizonte,33,Ouro Preto,Mariana,3,Sudeste
MG,48011,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Marilac,3,Sudeste
MG,48038,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Maripá de Minas,3,Sudeste
MG,48054,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Marliéria,3,Sudeste
MG,48070,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Marmelópolis,3,Sudeste
MG,48097,Minas Gerais,6,Central Mineira,26,Bom Despacho,Martinho Campos,3,Sudeste
MG,48119,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Materlândia,3,Sudeste
MG,48135,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Mateus Leme,3,Sudeste
MG,48151,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Matias Barbosa,3,Sudeste
MG,48178,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Matipó,3,Sudeste
MG,48194,Minas Gerais,2,Norte de Minas,4,Janaúba,Mato Verde,3,Sudeste
MG,48216,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Matozinhos,3,Sudeste
MG,48232,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,20,Patos de Minas,Matutina,3,Sudeste
MG,48259,Minas Gerais,9,Oeste de Minas,42,Piuí,Medeiros,3,Sudeste
MG,48275,Minas Gerais,3,Jequitinhonha,13,Pedra Azul,Medina,3,Sudeste
MG,48291,Minas Gerais,8,Vale do Rio Doce,38,Mantena,Mendes Pimentel,3,Sudeste
MG,48313,Minas Gerais,12,Zona da Mata,64,Ubá,Mercês,3,Sudeste
MG,48330,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Mesquita,3,Sudeste
MG,48356,Minas Gerais,3,Jequitinhonha,11,Capelinha,Minas Novas,3,Sudeste
MG,48372,Minas Gerais,10,Sul/Sudoeste de Minas,55,Andrelândia,Minduri,3,Sudeste
MG,48399,Minas Gerais,2,Norte de Minas,7,Montes Claros,Mirabela,3,Sudeste
MG,48410,Minas Gerais,12,Zona da Mata,63,Muriaé,Miradouro,3,Sudeste
MG,48437,Minas Gerais,12,Zona da Mata,63,Muriaé,Miraí,3,Sudeste
MG,48453,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Moeda,3,Sudeste
MG,48470,Minas Gerais,6,Central Mineira,26,Bom Despacho,Moema,3,Sudeste
MG,48496,Minas Gerais,6,Central Mineira,25,Curvelo,Monjolos,3,Sudeste
MG,48518,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Monsenhor Paulo,3,Sudeste
MG,48534,Minas Gerais,2,Norte de Minas,3,Januária,Montalvânia,3,Sudeste
MG,48550,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Monte Alegre de Minas,3,Sudeste
MG,48577,Minas Gerais,2,Norte de Minas,4,Janaúba,Monte Azul,3,Sudeste
MG,48593,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Monte Belo,3,Sudeste
MG,48615,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Monte Carmelo,3,Sudeste
MG,48631,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Monte Santo de Minas,3,Sudeste
MG,48658,Minas Gerais,2,Norte de Minas,7,Montes Claros,Montes Claros,3,Sudeste
MG,48674,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Monte Sião,3,Sudeste
MG,48690,Minas Gerais,6,Central Mineira,24,Três Marias,Morada Nova de Minas,3,Sudeste
MG,48712,Minas Gerais,6,Central Mineira,25,Curvelo,Morro da Garça,3,Sudeste
MG,48739,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Morro do Pilar,3,Sudeste
MG,48755,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Munhoz,3,Sudeste
MG,48771,Minas Gerais,12,Zona da Mata,63,Muriaé,Muriaé,3,Sudeste
MG,48798,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Mutum,3,Sudeste
MG,48810,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Muzambinho,3,Sudeste
MG,48836,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Nacip Raydan,3,Sudeste
MG,48852,Minas Gerais,4,Vale do Mucuri,16,Nanuque,Nanuque,3,Sudeste
MG,48879,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Natércia,3,Sudeste
MG,48895,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Nazareno,3,Sudeste
MG,48917,Minas Gerais,11,Campo das Vertentes,57,Lavras,Nepomuceno,3,Sudeste
MG,48933,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Nova Era,3,Sudeste
MG,48950,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Nova Lima,3,Sudeste
MG,48976,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Nova Módica,3,Sudeste
MG,48992,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Nova Ponte,3,Sudeste
MG,49018,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Nova Resende,3,Sudeste
MG,49034,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Nova Serrana,3,Sudeste
MG,49050,Minas Gerais,3,Jequitinhonha,12,Araçuaí,Novo Cruzeiro,3,Sudeste
MG,49077,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Olaria,3,Sudeste
MG,49093,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Olímpio Noronha,3,Sudeste
MG,49115,Minas Gerais,9,Oeste de Minas,46,Oliveira,Oliveira,3,Sudeste
MG,49131,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Oliveira Fortes,3,Sudeste
MG,49158,Minas Gerais,7,Metropolitana de Belo Horizonte,29,Pará de Minas,Onça de Pitangui,3,Sudeste
MG,49174,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Ouro Branco,3,Sudeste
MG,49190,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Ouro Fino,3,Sudeste
MG,49212,Minas Gerais,7,Metropolitana de Belo Horizonte,33,Ouro Preto,Ouro Preto,3,Sudeste
MG,49239,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Ouro Verde de Minas,3,Sudeste
MG,49255,Minas Gerais,3,Jequitinhonha,12,Araçuaí,Padre Paraíso,3,Sudeste
MG,49271,Minas Gerais,6,Central Mineira,24,Três Marias,Paineiras,3,Sudeste
MG,49298,Minas Gerais,9,Oeste de Minas,44,Formiga,Pains,3,Sudeste
MG,49310,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Paiva,3,Sudeste
MG,49336,Minas Gerais,12,Zona da Mata,66,Cataguases,Palma,3,Sudeste
MG,49352,Minas Gerais,4,Vale do Mucuri,16,Nanuque,Fronteira dos Vales,3,Sudeste
MG,49379,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Papagaios,3,Sudeste
MG,49395,Minas Gerais,1,Noroeste de Minas,2,Paracatu,Paracatu,3,Sudeste
MG,49417,Minas Gerais,7,Metropolitana de Belo Horizonte,29,Pará de Minas,Pará de Minas,3,Sudeste
MG,49433,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Paraguaçu,3,Sudeste
MG,49450,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Paraisópolis,3,Sudeste
MG,49476,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Paraopeba,3,Sudeste
MG,49492,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Passabém,3,Sudeste
MG,49514,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Passa Quatro,3,Sudeste
MG,49530,Minas Gerais,9,Oeste de Minas,46,Oliveira,Passa Tempo,3,Sudeste
MG,49557,Minas Gerais,10,Sul/Sudoeste de Minas,55,Andrelândia,Passa-Vinte,3,Sudeste
MG,49573,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Passos,3,Sudeste
MG,49590,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,20,Patos de Minas,Patos de Minas,3,Sudeste
MG,49611,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Patrocínio,3,Sudeste
MG,49638,Minas Gerais,12,Zona da Mata,63,Muriaé,Patrocínio do Muriaé,3,Sudeste
MG,49654,Minas Gerais,12,Zona da Mata,62,Viçosa,Paula Cândido,3,Sudeste
MG,49670,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Paulistas,3,Sudeste
MG,49697,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Pavão,3,Sudeste
MG,49719,Minas Gerais,8,Vale do Rio Doce,36,Peçanha,Peçanha,3,Sudeste
MG,49735,Minas Gerais,3,Jequitinhonha,13,Pedra Azul,Pedra Azul,3,Sudeste
MG,49751,Minas Gerais,12,Zona da Mata,62,Viçosa,Pedra do Anta,3,Sudeste
MG,49778,Minas Gerais,9,Oeste de Minas,44,Formiga,Pedra do Indaiá,3,Sudeste
MG,49794,Minas Gerais,12,Zona da Mata,63,Muriaé,Pedra Dourada,3,Sudeste
MG,49816,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Pedralva,3,Sudeste
MG,49832,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Pedrinópolis,3,Sudeste
MG,49859,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Pedro Leopoldo,3,Sudeste
MG,49875,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Pedro Teixeira,3,Sudeste
MG,49891,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Pequeri,3,Sudeste
MG,49913,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Pequi,3,Sudeste
MG,49930,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Perdigão,3,Sudeste
MG,49956,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Perdizes,3,Sudeste
MG,49972,Minas Gerais,9,Oeste de Minas,45,Campo Belo,Perdões,3,Sudeste
MG,49999,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Pescador,3,Sudeste
MG,50016,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Piau,3,Sudeste
MG,50032,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Piedade de Ponte Nova,3,Sudeste
MG,50059,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Piedade do Rio Grande,3,Sudeste
MG,50075,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Piedade dos Gerais,3,Sudeste
MG,50091,Minas Gerais,9,Oeste de Minas,44,Formiga,Pimenta,3,Sudeste
MG,50113,Minas Gerais,9,Oeste de Minas,46,Oliveira,Piracema,3,Sudeste
MG,50130,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Pirajuba,3,Sudeste
MG,50156,Minas Gerais,12,Zona da Mata,62,Viçosa,Piranga,3,Sudeste
MG,50172,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Piranguçu,3,Sudeste
MG,50199,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Piranguinho,3,Sudeste
MG,50210,Minas Gerais,12,Zona da Mata,66,Cataguases,Pirapetinga,3,Sudeste
MG,50237,Minas Gerais,2,Norte de Minas,6,Pirapora,Pirapora,3,Sudeste
MG,50253,Minas Gerais,12,Zona da Mata,64,Ubá,Piraúba,3,Sudeste
MG,50270,Minas Gerais,7,Metropolitana de Belo Horizonte,29,Pará de Minas,Pitangui,3,Sudeste
MG,50296,Minas Gerais,9,Oeste de Minas,42,Piuí,Piumhi,3,Sudeste
MG,50318,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Planura,3,Sudeste
MG,50334,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Poço Fundo,3,Sudeste
MG,50350,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Poços de Caldas,3,Sudeste
MG,50377,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Pocrane,3,Sudeste
MG,50393,Minas Gerais,6,Central Mineira,24,Três Marias,Pompéu,3,Sudeste
MG,50415,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Ponte Nova,3,Sudeste
MG,50431,Minas Gerais,2,Norte de Minas,4,Janaúba,Porteirinha,3,Sudeste
MG,50458,Minas Gerais,12,Zona da Mata,62,Viçosa,Porto Firme,3,Sudeste
MG,50474,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Poté,3,Sudeste
MG,50490,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Pouso Alegre,3,Sudeste
MG,50512,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Pouso Alto,3,Sudeste
MG,50539,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Prados,3,Sudeste
MG,50555,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Prata,3,Sudeste
MG,50571,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Pratápolis,3,Sudeste
MG,50598,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Pratinha,3,Sudeste
MG,50610,Minas Gerais,12,Zona da Mata,62,Viçosa,Presidente Bernardes,3,Sudeste
MG,50636,Minas Gerais,6,Central Mineira,25,Curvelo,Presidente Juscelino,3,Sudeste
MG,50652,Minas Gerais,3,Jequitinhonha,10,Diamantina,Presidente Kubitschek,3,Sudeste
MG,50679,Minas Gerais,1,Noroeste de Minas,2,Paracatu,Presidente Olegário,3,Sudeste
MG,50695,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Alto Jequitibá,3,Sudeste
MG,50717,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Prudente de Morais,3,Sudeste
MG,50733,Minas Gerais,6,Central Mineira,26,Bom Despacho,Quartel Geral,3,Sudeste
MG,50750,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Queluzito,3,Sudeste
MG,50776,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Raposos,3,Sudeste
MG,50792,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Raul Soares,3,Sudeste
MG,50814,Minas Gerais,12,Zona da Mata,66,Cataguases,Recreio,3,Sudeste
MG,50830,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Resende Costa,3,Sudeste
MG,50857,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Resplendor,3,Sudeste
MG,50873,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Ressaquinha,3,Sudeste
MG,50890,Minas Gerais,2,Norte de Minas,4,Janaúba,Riacho dos Machados,3,Sudeste
MG,50911,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Ribeirão das Neves,3,Sudeste
MG,50938,Minas Gerais,11,Campo das Vertentes,57,Lavras,Ribeirão Vermelho,3,Sudeste
MG,50954,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Rio Acima,3,Sudeste
MG,50970,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Rio Casca,3,Sudeste
MG,50997,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Rio Doce,3,Sudeste
MG,51012,Minas Gerais,3,Jequitinhonha,14,Almenara,Rio do Prado,3,Sudeste
MG,51039,Minas Gerais,12,Zona da Mata,62,Viçosa,Rio Espera,3,Sudeste
MG,51055,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Rio Manso,3,Sudeste
